policy_id,customer_id,agent_id,policy_type,sum_assured,premium_amount,premium_frequency,start_date,end_date,status
POL002220,CUST003612,AGT0022,ULIP,2000000,38768.98,Half-Yearly,2023-09-30,2033-09-30,Lapsed
POL002221,CUST000664,AGT0025,Endowment,5000000,114174.89,Yearly,2025-12-03,2045-12-03,Active
POL002222,CUST000297,AGT0042,ULIP,5000000,164088.67,Yearly,2022-11-24,2032-11-24,Active
POL002223,CUST000297,AGT0043,ULIP,5000000,178917.71,Yearly,2024-03-27,2039-03-27,Matured
POL002224,CUST003712,AGT0002,ULIP,5000000,13210.45,Quarterly,2022-02-15,2042-02-15,Lapsed
POL002225,CUST001368,AGT0052,Endowment,2000000,56064.93,Yearly,2053-05-15,2023-05-15,Active
POL002226,CUST001368,AGT0033,Money Back,10000000,27310.63,Monthly,2022-04-08,2037-04-08,Active
POL002227,CUST002434,AGT0031,Endowment,10000000,205083.44,Yearly,2026-01-31,2051-01-31,Active
POL002228,CUST002434,AGT0013,Term,1000000,11224.31,Half-Yearly,2024-10-09,2049-10-09,Active
POL002229,CUST003412,AGT0026,Endowment,1500000,12253.91,Half-Yearly,2024-08-03,2044-08-03,Active
POL002230,CUST003412,AGT0044,Money Back,5000000,21223.59,Quarterly,2023-02-25,2048-02-25,Active
POL002231,CUST003572,AGT0046,Endowment,1000000,30388.83,Yearly,2023-06-19,2043-06-19,Active
POL002232,CUST003572,AGT0056,Term,2000000,6096.21,Monthly,2023-06-26,2038-06-26,Active
POL002233,CUST003572,AGT0009,ULIP,2000000,30383.56,Yearly,2022-09-29,2047-09-29,Active
POL002234,CUST002999,AGT0058,Whole Life,2000000,30898.61,Half-Yearly,2025-11-19,2055-11-19,Active
POL002235,CUST001845,AGT0055,Money Back,2000000,33506.7,Half-Yearly,2023-01-30,2048-01-30,Surrendered
POL002236,CUST001845,AGT0054,ULIP,5000000,73754.74,Half-Yearly,2026-02-15,2046-02-15,Matured
POL002237,CUST000021,AGT0030,ULIP,1000000,17726.62,Half-Yearly,2026-05-10,2056-05-10,Active
POL002238,CUST003716,AGT0019,Term,1000000,23971.93,Yearly,2022-10-18,2047-10-18,Active
POL002239,CUST003716,AGT0030,Term,1500000,4843.62,Monthly,2024-06-16,2039-06-16,Active
POL002240,CUST003784,AGT0021,ULIP,5000000,39979.09,Half-Yearly,2024-03-09,2049-03-09,Active
POL002241,CUST002452,AGT0003,Endowment,10000000,23883.09,Monthly,2024-08-07,2039-08-07,Active
POL002242,CUST002452,AGT0023,Term,5000000,14120.53,Monthly,2024-05-27,2044-05-27,Active
POL002243,CUST000727,AGT0052,Endowment,1000000,10151.08,Half-Yearly,2025-11-06,2045-11-06,Active
POL002244,CUST000727,AGT0059,ULIP,10000000,86900.27,Half-Yearly,2022-04-04,2047-04-04,Surrendered
POL002245,CUST000895,AGT0043,Endowment,2000000,4823.16,Monthly,2024-06-28,2049-06-28,Matured
POL002246,CUST002192,AGT0006,Term,1500000,4458.0,Monthly,2024-09-19,2049-09-19,Active
POL002247,CUST002192,AGT0024,Term,500000,6886.86,Half-Yearly,2024-01-19,2039-01-19,Lapsed
POL002248,CUST003385,AGT0006,Term,500000,17503.22,Yearly,2023-05-29,2053-05-29,Surrendered
POL002249,CUST003385,AGT0060,Money Back,500000,4058.28,Quarterly,2024-06-29,2044-06-29,Active
POL002250,CUST002735,AGT0006,Whole Life,500000,6027.88,Half-Yearly,2023-02-28,2043-02-28,Active
POL002251,CUST003327,AGT0038,Whole Life,5000000,7674.97,Monthly,2021-10-09,2046-10-09,Active
POL002252,CUST002259,AGT0024,Whole Life,5000000,13421.34,Monthly,2026-06-02,2041-06-02,Lapsed
POL002253,CUST000974,AGT0018,Money Back,5000000,10751.09,Monthly,2022-09-14,2042-09-14,Active
POL002254,CUST002938,AGT0012,Endowment,10000000,26583.21,Monthly,2024-12-04,2039-12-04,Active
POL002255,CUST002938,AGT0044,Whole Life,2000000,3244.4,Monthly,2022-02-04,2042-02-04,Lapsed
POL002256,CUST003323,AGT0005,Money Back,2000000,6006.28,Quarterly,2025-05-21,2040-05-21,Active
POL002257,CUST000716,AGT0029,Term,5000000,54834.73,Yearly,2022-07-30,2047-07-30,Active
POL002258,CUST000407,AGT0033,Endowment,5000000,7333.3,Monthly,2023-06-18,2053-06-18,Lapsed
POL002259,CUST000407,AGT0009,ULIP,1000000,18976.97,Yearly,2026-05-24,2046-05-24,Active
POL002260,CUST000337,AGT0048,ULIP,5000000,32733.37,Half-Yearly,2023-05-13,2043-05-13,Matured
POL002261,CUST003342,AGT0006,Endowment,10000000,293541.91,Yearly,2022-01-13,2037-01-13,Lapsed
POL002262,CUST003342,AGT0032,Money Back,10000000,193028.14,Yearly,2022-03-04,2047-03-04,Matured
POL002263,CUST001950,AGT0044,Term,1000000,9390.05,Quarterly,2024-11-04,2034-11-04,Active
POL002264,CUST002350,AGT0027,Endowment,1500000,11900.9,Half-Yearly,2023-07-05,2053-07-05,Matured
POL002265,CUST002836,AGT0050,Money Back,500000,4815.75,Quarterly,2022-10-03,2042-10-03,Matured
POL002266,CUST002836,AGT0022,Money Back,1500000,3083.6,Monthly,2023-08-18,2038-08-18,Active
POL002267,CUST003498,AGT0005,Money Back,500000,7794.11,Half-Yearly,2024-01-20,2054-01-20,Lapsed
POL002268,CUST003498,AGT0057,Endowment,5000000,52075.45,Half-Yearly,2024-04-16,2049-04-16,Active
POL002269,CUST003853,AGT0035,Term,2000000,32736.95,Half-Yearly,2024-04-03,2049-04-03,Active
POL002270,CUST003853,AGT0037,Endowment,500000,2416.43,Quarterly,2022-12-31,2052-12-31,Lapsed
POL002271,CUST003853,AGT0005,Term,5000000,16576.07,Monthly,2024-09-18,2034-09-18,Surrendered
POL002272,CUST002077,AGT0012,Whole Life,1000000,7776.83,Quarterly,2022-03-18,2042-03-18,Surrendered
POL002273,CUST002077,AGT0016,ULIP,1000000,13613.5,Half-Yearly,2025-04-21,2035-04-21,Lapsed
POL002274,CUST003123,AGT0031,Term,5000000,14874.28,Quarterly,2022-06-09,2032-06-09,Active
POL002275,CUST003123,AGT0013,Endowment,1500000,2358.96,Monthly,2022-10-07,2032-10-07,Active
POL002276,CUST003123,AGT0005,Endowment,500000,5218.32,Half-Yearly,2022-09-16,2042-09-16,Lapsed
POL002277,CUST002943,AGT0035,Term,1000000,9452.49,Half-Yearly,2024-10-22,2034-10-22,Active
POL002278,CUST000893,AGT0043,Term,500000,10408.44,Yearly,2025-03-02,2055-03-02,Active
POL002279,CUST001075,AGT0021,ULIP,2000000,34242.85,Yearly,2022-10-01,2047-10-01,Lapsed
POL002280,CUST001075,AGT0027,ULIP,500000,3491.13,Quarterly,2023-12-12,2053-12-12,Active
POL002281,CUST003036,AGT0006,Money Back,1500000,4369.61,Quarterly,2022-11-19,2042-11-19,Active
POL002282,CUST003036,AGT0045,Money Back,10000000,18817.11,Monthly,2025-11-07,2035-11-07,Active
POL002283,CUST002928,AGT0057,Whole Life,10000000,8765.07,Monthly,2021-12-12,2051-12-12,Matured
POL002284,CUST002928,AGT0048,Money Back,10000000,74811.54,Quarterly,2026-05-04,2041-05-04,Active
POL002285,CUST003221,AGT0052,Money Back,1000000,3639.59,Quarterly,2022-03-13,2047-03-13,Active
POL002286,CUST000611,AGT0013,Whole Life,1000000,38638.1,Yearly,2025-10-20,2050-10-20,Active
POL002287,CUST002457,AGT0009,Whole Life,5000000,4305.7,Monthly,2024-12-20,2034-12-20,Active
POL002288,CUST003384,AGT0046,ULIP,2000000,13269.02,Quarterly,2023-10-31,2038-10-31,Active
POL002289,CUST000291,AGT0022,Endowment,500000,18693.03,Yearly,2024-10-09,2034-10-09,Active
POL002290,CUST003250,AGT0023,Endowment,1500000,57267.4,Yearly,2023-03-27,2038-03-27,Active
POL002291,CUST000361,AGT0060,ULIP,1000000,15153.37,Half-Yearly,2022-07-21,2032-07-21,Active
POL002292,CUST001302,AGT0019,Term,10000000,104780.68,Yearly,2024-08-01,2039-08-01,Active
POL002293,CUST001302,AGT0023,Money Back,500000,2233.05,Quarterly,2026-05-25,2041-05-25,Active
POL002294,CUST002530,AGT0022,Whole Life,1500000,46166.55,Yearly,2022-01-07,2047-01-07,Active
POL002295,CUST002530,AGT0033,Term,10000000,14762.72,Monthly,2025-11-01,2055-11-01,Active
POL002296,CUST000553,AGT0014,Money Back,5000000,108821.39,Yearly,2024-03-28,2044-03-28,Lapsed
POL002297,CUST000553,AGT0052,Term,500000,7202.54,Half-Yearly,2025-05-20,2050-05-20,Active
POL002298,CUST000553,AGT0029,Endowment,1000000,25925.29,Yearly,2023-04-29,2053-04-29,Matured
POL002299,CUST003354,AGT0004,Whole Life,1500000,4583.28,Quarterly,2022-12-13,2047-12-13,Active
POL002300,CUST003354,AGT0006,Whole Life,10000000,88250.94,Quarterly,2023-03-01,2038-03-01,Active
POL002301,CUST001401,AGT0038,Endowment,5000000,15692.98,Monthly,2021-08-28,2046-08-28,Active
POL002302,CUST001401,AGT0014,ULIP,10000000,27174.97,Monthly,2022-05-07,2047-05-07,Active
POL002303,CUST001401,AGT0017,Money Back,500000,3409.4,Half-Yearly,2022-03-14,2037-03-14,Lapsed
POL002304,CUST000319,AGT0037,Money Back,5000000,33504.48,Quarterly,2025-09-04,2045-09-04,Surrendered
POL002305,CUST000319,AGT0047,ULIP,1500000,2223.56,Monthly,2023-06-10,2033-06-10,Lapsed
POL002306,CUST000047,AGT0023,ULIP,1000000,13844.37,Yearly,2024-07-17,2044-07-17,Active
POL002307,CUST002044,AGT0015,Whole Life,2000000,5767.03,Monthly,2024-07-16,2039-07-16,Active
POL002308,CUST002044,AGT0056,Endowment,10000000,102347.96,Yearly,2023-04-09,2048-04-09,Active
POL002309,CUST000111,AGT0045,Money Back,2000000,70082.79,Yearly,2022-01-03,2052-01-03,Active
POL002310,CUST001831,AGT0058,Money Back,1000000,9044.78,Quarterly,2022-01-03,2042-01-03,Active
POL002311,CUST003770,AGT0003,Money Back,500000,1828.48,Quarterly,2022-07-01,2032-07-01,Active
POL002312,CUST000881,AGT0054,Money Back,5000000,130276.67,Yearly,2025-11-25,2045-11-25,Active
POL002313,CUST001618,AGT0021,Whole Life,10000000,23603.63,Monthly,2023-05-06,2048-05-06,Active
POL002314,CUST003681,AGT0031,Endowment,2000000,27235.96,Half-Yearly,2024-05-29,2044-05-29,Lapsed
POL002315,CUST003681,AGT0031,ULIP,1000000,5180.61,Quarterly,2026-03-12,2036-03-12,Active
POL002316,CUST001656,AGT0032,ULIP,10000000,94282.43,Quarterly,2023-08-30,2043-08-30,Lapsed
POL002317,CUST000128,AGT0034,Whole Life,1500000,3896.58,Monthly,2022-07-09,2032-07-09,Active
POL002318,CUST003740,AGT0042,Endowment,2000000,32818.39,Half-Yearly,2021-12-18,2046-12-18,Lapsed
POL002319,CUST003709,AGT0040,Money Back,5000000,88575.78,Yearly,2026-04-12,2051-04-12,Active
POL002320,CUST002837,AGT0026,ULIP,500000,9660.21,Yearly,2024-08-28,2044-08-28,Active
POL002321,CUST002316,AGT0014,Money Back,2000000,6234.24,Monthly,2021-10-22,2036-10-22,Active
POL002322,CUST001164,AGT0003,Money Back,1000000,1823.34,Monthly,2025-05-15,2035-05-15,Active
POL002323,CUST002995,AGT0009,ULIP,5000000,18970.7,Quarterly,2024-07-19,2049-07-19,Active
POL002324,CUST000438,AGT0031,Money Back,10000000,165844.01,Half-Yearly,2023-01-05,2038-01-05,Active
POL002325,CUST002182,,Money Back,500000,5769.2,Half-Yearly,2022-02-25,2052-02-25,Lapsed
POL002326,CUST000299,AGT0020,Money Back,500000,1408.71,Monthly,2023-05-05,2043-05-05,Active
POL002327,CUST000299,AGT0016,Money Back,500000,9028.5,Half-Yearly,2025-09-17,2035-09-17,Active
POL002328,CUST000963,AGT0017,Money Back,2000000,26259.61,Yearly,2025-03-22,2050-03-22,Active
POL002329,CUST002054,AGT0057,Term,1500000,13790.58,Quarterly,2026-04-07,2041-04-07,Active
POL002330,CUST001117,AGT0022,ULIP,10000000,62182.95,Quarterly,2022-01-22,2047-01-22,Active
POL002331,CUST000079,AGT0046,Whole Life,10000000,11010.47,Monthly,2024-03-12,2044-03-12,Lapsed
POL002332,CUST000079,AGT0010,Money Back,1500000,48249.86,Yearly,2024-04-28,2049-04-28,Matured
POL002333,CUST000931,AGT0023,ULIP,10000000,98583.64,Quarterly,2022-04-10,2032-04-10,Matured
POL002334,CUST000931,AGT0030,ULIP,10000000,89567.15,Quarterly,2023-11-04,2038-11-04,Lapsed
POL002335,CUST003525,AGT0027,ULIP,5000000,15593.99,Monthly,2021-12-07,2036-12-07,Active
POL002336,CUST002904,AGT0048,Money Back,1500000,43860.65,Yearly,2023-04-01,2048-04-01,Active
POL002337,CUST003296,AGT0006,Whole Life,5000000,14556.54,Monthly,2024-07-12,2054-07-12,Lapsed
POL002338,CUST001439,AGT0031,Money Back,10000000,23512.08,Monthly,2053-12-06,2023-12-06,Active
POL002339,CUST003061,AGT0039,Term,1000000,9484.03,Half-Yearly,2024-08-03,2054-08-03,Lapsed
POL002340,CUST000996,AGT0012,ULIP,1000000,37529.59,Yearly,2025-04-11,2035-04-11,Active
POL002341,CUST000996,AGT0029,Money Back,10000000,149444.54,Half-Yearly,2024-01-27,2039-01-27,Active
POL002342,CUST003344,AGT0020,ULIP,2000000,4073.71,Monthly,2021-08-09,2041-08-09,Active
POL002343,CUST000702,AGT0035,ULIP,10000000,83398.27,Half-Yearly,2024-12-01,2039-12-01,Lapsed
POL002344,CUST000702,AGT0037,Whole Life,10000000,16740.47,Monthly,2021-08-10,2046-08-10,Active
POL002345,CUST000650,AGT0004,Endowment,10000000,165152.26,Half-Yearly,2025-09-22,2035-09-22,Matured
POL002346,CUST000133,AGT0030,Endowment,1500000,12236.45,Half-Yearly,2021-12-07,2031-12-07,Active
POL002347,CUST000674,AGT0017,Term,10000000,11410.07,Monthly,2023-04-11,2033-04-11,Active
POL002348,CUST000823,AGT0058,Endowment,1500000,12908.82,Half-Yearly,2025-06-01,2055-06-01,Active
POL002349,CUST002269,AGT0033,Money Back,2000000,10285.96,Quarterly,2025-04-25,2040-04-25,Active
POL002350,CUST003734,AGT0041,ULIP,500000,4527.73,Half-Yearly,2023-06-12,2038-06-12,Surrendered
POL002351,CUST002373,AGT0014,Term,2000000,36266.09,Half-Yearly,2025-07-22,2055-07-22,Active
POL002352,CUST003223,AGT0023,ULIP,1000000,6523.05,Quarterly,2023-05-04,2038-05-04,Surrendered
POL002353,CUST002120,AGT0033,Money Back,1500000,26239.45,Half-Yearly,2021-07-19,2046-07-19,Active
POL002354,CUST001499,AGT0050,Whole Life,2000000,16811.22,Quarterly,2024-12-19,2034-12-19,Matured
POL002355,CUST003237,AGT0042,Term,1000000,4287.52,Quarterly,2025-11-05,2050-11-05,Lapsed
POL002356,CUST003237,AGT0026,ULIP,2000000,10547.29,Half-Yearly,2022-01-27,2032-01-27,Active
POL002357,CUST000176,AGT0038,Whole Life,10000000,159430.0,Half-Yearly,2025-03-14,2035-03-14,Active
POL002358,CUST000176,AGT0021,Whole Life,10000000,68672.83,Half-Yearly,2021-08-24,2036-08-24,Active
POL002359,CUST002061,,Term,5000000,190824.51,Yearly,2025-06-23,2040-06-23,Active
POL002360,CUST003588,AGT0002,Term,2000000,14127.25,Quarterly,2025-11-12,2035-11-12,Active
POL002361,CUST001676,AGT0003,ULIP,5000000,13641.4,Monthly,2022-05-15,2032-05-15,Active
POL002362,CUST002414,AGT0039,Whole Life,5000000,10277.68,Monthly,2022-02-26,2042-02-26,Active
POL002363,CUST002414,AGT0046,Endowment,5000000,75992.81,Half-Yearly,2024-02-02,2044-02-02,Active
POL002364,CUST001316,AGT0023,ULIP,5000000,116775.44,Yearly,2023-04-15,2038-04-15,Lapsed
POL002365,CUST000960,AGT0046,Whole Life,2000000,36375.74,Half-Yearly,2026-04-23,2041-04-23,Lapsed
POL002366,CUST000960,AGT0009,Money Back,5000000,10279.79,Monthly,2023-08-15,2048-08-15,Active
POL002367,CUST000960,AGT0015,Money Back,5000000,83431.78,Half-Yearly,2023-12-20,2038-12-20,Surrendered
POL002368,CUST003942,AGT0039,Term,1000000,1019.36,Monthly,2021-07-04,2051-07-04,Active
POL002369,CUST003942,AGT0015,Whole Life,1500000,43586.38,Yearly,2025-11-27,2040-11-27,Surrendered
POL002370,CUST000715,AGT0005,Endowment,1500000,34873.32,Yearly,2024-12-16,2049-12-16,Lapsed
POL002371,CUST001371,AGT0058,ULIP,5000000,38884.76,Quarterly,2023-07-16,2033-07-16,Matured
POL002372,CUST001371,AGT0024,Term,10000000,302063.32,Yearly,2024-08-13,2034-08-13,Active
POL002373,CUST001371,AGT0012,Whole Life,1500000,8135.61,Quarterly,2022-02-16,2052-02-16,Active
POL002374,CUST000947,AGT0038,ULIP,1000000,9226.95,Quarterly,2021-10-26,2046-10-26,Active
POL002375,CUST000947,AGT0034,ULIP,-10000000,91476.7,Quarterly,2026-05-15,2036-05-15,Matured
POL002376,CUST000947,AGT0009,Whole Life,2000000,2108.97,Monthly,2023-08-05,2053-08-05,Active
POL002377,CUST003753,AGT0025,Endowment,500000,2458.52,Quarterly,2023-05-11,2043-05-11,Active
POL002378,CUST003753,AGT0052,Term,500000,16845.77,Yearly,2025-04-24,2055-04-24,Active
POL002379,CUST003753,AGT0021,Endowment,1500000,16372.07,Half-Yearly,2023-09-23,2053-09-23,Lapsed
POL002380,CUST002441,AGT0012,ULIP,10000000,374414.07,Yearly,2023-12-11,2043-12-11,Lapsed
POL002381,CUST000150,AGT0050,ULIP,1500000,1660.16,Monthly,2024-09-19,2044-09-19,Active
POL002382,CUST003347,AGT0002,ULIP,500000,18820.5,Yearly,2022-06-04,2037-06-04,Active
POL002383,CUST002484,AGT0054,Endowment,500000,1279.19,Monthly,2025-09-17,2040-09-17,Active
POL002384,CUST002380,AGT0056,Whole Life,5000000,10879.89,Monthly,2024-04-21,2044-04-21,Matured
POL002385,CUST002380,AGT0005,Whole Life,500000,15061.41,Yearly,2025-02-04,2045-02-04,Active
POL002386,CUST002380,AGT0004,ULIP,10000000,39874.47,Quarterly,2024-08-16,2054-08-16,Active
POL002387,CUST000325,AGT0001,Term,1000000,6562.77,Quarterly,2024-04-30,2049-04-30,Matured
POL002388,CUST000325,AGT0019,Endowment,500000,18176.75,Yearly,2024-05-13,2054-05-13,Active
POL002389,CUST002281,AGT0031,Whole Life,500000,1655.9,Monthly,2021-10-24,2051-10-24,Lapsed
POL002390,CUST002411,AGT0001,Money Back,1000000,14331.44,Yearly,2024-07-21,2049-07-21,Active
POL002391,CUST002844,AGT0010,Whole Life,10000000,155662.53,Yearly,2022-10-01,2032-10-01,Active
POL002392,CUST001748,AGT0007,Money Back,5000000,134137.12,Yearly,2025-11-07,2055-11-07,Lapsed
POL002393,CUST002068,AGT0025,Money Back,1000000,9145.36,Quarterly,2023-11-03,2033-11-03,Lapsed
POL002394,CUST000630,AGT0040,ULIP,2000000,48036.09,Yearly,2022-01-28,2042-01-28,Active
POL002395,CUST000630,AGT0015,Term,2000000,31537.72,Half-Yearly,2026-02-06,2036-02-06,Lapsed
POL002396,CUST003130,AGT0049,Term,2000000,6492.95,Monthly,2023-09-14,2043-09-14,Lapsed
POL002397,CUST003503,AGT0008,Term,1000000,5022.2,Quarterly,2023-11-29,2043-11-29,Lapsed
POL002398,CUST001434,AGT0024,Money Back,2000000,4428.22,Monthly,2022-05-04,2032-05-04,Lapsed
POL002399,CUST001434,AGT0038,Money Back,5000000,27391.48,Quarterly,2024-09-23,2034-09-23,Active
POL002400,CUST000502,AGT0016,Term,2000000,6767.99,Quarterly,2025-06-25,2045-06-25,Active
POL002401,CUST002372,AGT0011,Endowment,10000000,83571.91,Quarterly,2025-07-01,2050-07-01,Active
POL002402,CUST001518,AGT0049,Term,1000000,1891.94,Monthly,2024-06-02,2039-06-02,Lapsed
POL002403,CUST001319,AGT0054,Money Back,2000000,25431.97,Half-Yearly,2024-10-18,2044-10-18,Active
POL002404,CUST003900,AGT0013,Endowment,1000000,8170.04,Quarterly,2023-05-31,2043-05-31,Lapsed
POL002405,CUST003900,AGT0057,Money Back,10000000,18539.67,Monthly,2023-08-20,2033-08-20,Active
POL002406,CUST000088,AGT0014,Term,2000000,37548.29,Half-Yearly,2021-12-28,2041-12-28,Active
POL002407,CUST000088,AGT0059,ULIP,-500000,4004.02,Quarterly,2025-05-01,2035-05-01,Active
POL002408,CUST001862,AGT0024,Term,-1000000,3920.49,Quarterly,2024-05-23,2054-05-23,Active
POL002409,CUST001862,AGT0015,Money Back,10000000,269878.41,Yearly,2021-09-02,2051-09-02,Active
POL002410,CUST002566,AGT0032,Money Back,2000000,75736.82,Yearly,2021-12-23,2031-12-23,Active
POL002411,CUST002534,,Endowment,500000,12504.76,Yearly,2024-04-17,2044-04-17,Matured
POL002412,CUST003380,AGT0026,Term,1000000,10144.38,Yearly,2022-04-18,2042-04-18,Active
POL002413,CUST001037,AGT0036,Endowment,10000000,81325.08,Half-Yearly,2026-01-31,2056-01-31,Active
POL002414,CUST000847,AGT0055,Money Back,2000000,47887.29,Yearly,2025-05-15,2050-05-15,Lapsed
POL002415,CUST001974,AGT0054,Whole Life,1500000,14803.44,Half-Yearly,2023-07-05,2038-07-05,Surrendered
POL002416,CUST000171,AGT0031,Money Back,10000000,88206.89,Quarterly,2023-07-04,2048-07-04,Active
POL002417,CUST000171,AGT0027,Endowment,500000,1913.93,Quarterly,2022-07-10,2037-07-10,Active
POL002418,CUST002509,AGT0050,Whole Life,1500000,29877.26,Half-Yearly,2022-08-18,2047-08-18,Active
POL002419,CUST002509,AGT0038,Term,1500000,27680.36,Half-Yearly,2022-04-19,2052-04-19,Matured
POL002420,CUST001280,AGT0025,Whole Life,10000000,21868.37,Monthly,2025-10-28,2040-10-28,Surrendered
POL002421,CUST003305,AGT0055,ULIP,1500000,17315.9,Yearly,2024-06-23,2039-06-23,Active
POL002422,CUST001050,AGT0007,ULIP,5000000,112033.48,Yearly,2023-05-06,2043-05-06,Active
POL002423,CUST003523,AGT0044,Money Back,2000000,36433.38,Half-Yearly,2024-05-27,2049-05-27,Active
POL002424,CUST002355,AGT0010,Whole Life,1500000,9507.03,Quarterly,2022-05-24,2047-05-24,Lapsed
POL002425,CUST002355,AGT0044,Endowment,2000000,9440.65,Quarterly,2023-06-09,2053-06-09,Active
POL002426,CUST003284,AGT0055,Endowment,5000000,96747.87,Half-Yearly,2025-05-09,2035-05-09,Active
POL002427,CUST003089,AGT0012,Whole Life,500000,15853.47,Yearly,2024-09-27,2049-09-27,Lapsed
POL002428,CUST001270,AGT0031,Whole Life,500000,4743.08,Quarterly,2024-09-27,2039-09-27,Lapsed
POL002429,CUST001270,AGT0024,Term,5000000,183555.6,Yearly,2026-02-01,2051-02-01,Active
POL002430,CUST002200,AGT0030,Endowment,5000000,71647.26,Yearly,2025-01-15,2055-01-15,Active
POL002431,CUST003504,AGT0023,Whole Life,500000,1599.61,Monthly,2023-02-01,2033-02-01,Lapsed
POL002432,CUST000822,AGT0027,Money Back,5000000,19528.68,Quarterly,2025-08-21,2050-08-21,Lapsed
POL002433,CUST002279,AGT0050,Endowment,1500000,6358.07,Quarterly,2025-12-31,2040-12-31,Lapsed
POL002434,CUST003610,AGT0051,Endowment,1000000,4391.73,Quarterly,2022-07-31,2052-07-31,Active
POL002435,CUST001937,AGT0001,Term,2000000,31231.54,Half-Yearly,2024-08-05,2054-08-05,Lapsed
POL002436,CUST001000,AGT0026,ULIP,10000000,50576.76,Quarterly,2023-04-14,2038-04-14,Active
POL002437,CUST001165,AGT0031,Endowment,5000000,5873.42,Monthly,2025-12-08,2045-12-08,Active
POL002438,CUST003074,AGT0036,Term,500000,4403.56,Half-Yearly,2026-01-26,2051-01-26,Matured
POL002439,CUST003074,AGT0007,ULIP,1500000,50094.26,Yearly,2026-05-12,2056-05-12,Active
POL002440,CUST000288,AGT0020,Money Back,10000000,14731.46,Monthly,2021-08-13,2051-08-13,Active
POL002441,CUST001332,AGT0020,Money Back,500000,4904.1,Quarterly,2021-12-15,2041-12-15,Active
POL002442,CUST001332,AGT0028,Endowment,1500000,3048.77,Monthly,2024-11-27,2044-11-27,Matured
POL002443,CUST000906,AGT0047,Whole Life,5000000,12650.86,Monthly,2022-02-06,2047-02-06,Active
POL002444,CUST001796,AGT0003,Endowment,1000000,9157.85,Quarterly,2021-09-12,2031-09-12,Matured
POL002445,CUST003460,AGT0038,Term,5000000,194668.71,Yearly,2025-06-23,2045-06-23,Matured
POL002446,CUST003460,AGT0011,Money Back,10000000,269758.09,Yearly,2023-11-21,2038-11-21,Lapsed
POL002447,CUST000525,AGT0020,Money Back,2000000,2924.66,Monthly,2022-09-01,2037-09-01,Active
POL002448,CUST000525,AGT0059,Money Back,1500000,10233.12,Quarterly,2022-08-23,2047-08-23,Active
POL002449,CUST000970,AGT0049,Whole Life,1500000,2851.66,Monthly,2025-07-11,2045-07-11,Active
POL002450,CUST002387,AGT0045,Money Back,5000000,50673.36,Yearly,2025-03-13,2035-03-13,Active
POL002451,CUST003465,AGT0002,Money Back,2000000,30543.24,Half-Yearly,2023-12-07,2043-12-07,Active
POL002452,CUST003946,AGT0020,Endowment,10000000,26412.3,Monthly,2023-02-17,2033-02-17,Active
POL002453,CUST001456,AGT0043,ULIP,500000,6473.7,Half-Yearly,2022-05-05,2047-05-05,Active
POL002454,CUST003138,AGT0021,Term,500000,11225.79,Yearly,2024-02-25,2044-02-25,Matured
POL002455,CUST003138,AGT0029,Term,500000,2771.58,Quarterly,2025-06-20,2045-06-20,Lapsed
POL002456,CUST002610,AGT0050,Endowment,500000,5831.03,Yearly,2024-03-16,2039-03-16,Active
POL002457,CUST002169,AGT0032,Money Back,1000000,2265.5,Monthly,2022-08-02,2037-08-02,Active
POL002458,CUST002103,AGT0001,Endowment,10000000,54842.23,Quarterly,2024-03-20,2054-03-20,Lapsed
POL002459,CUST002940,AGT0009,Term,1500000,59002.05,Yearly,2025-04-15,2045-04-15,Active
POL002460,CUST001976,AGT0041,Term,1500000,18753.77,Half-Yearly,2023-01-28,2053-01-28,Active
POL002461,CUST002379,AGT0055,Term,1500000,3370.61,Monthly,2025-09-07,2035-09-07,Active
POL002462,CUST002204,AGT0003,Endowment,500000,2563.99,Quarterly,2024-02-08,2054-02-08,Active
POL002463,CUST002204,AGT0010,Term,5000000,34474.59,Half-Yearly,2024-09-01,2039-09-01,Active
POL002464,CUST002204,AGT0049,Money Back,2000000,27260.47,Half-Yearly,2025-09-22,2035-09-22,Matured
POL002465,CUST003502,AGT0041,ULIP,5000000,8462.55,Monthly,2021-07-29,2036-07-29,Surrendered
POL002466,CUST002081,AGT0042,ULIP,500000,17634.77,Yearly,2023-06-07,2033-06-07,Lapsed
POL002467,CUST002081,AGT0030,Whole Life,500000,4900.98,Quarterly,2026-04-27,2046-04-27,Matured
POL002468,CUST000193,AGT0052,Whole Life,1500000,28081.66,Half-Yearly,2025-04-03,2035-04-03,Active
POL002469,CUST002508,AGT0006,Endowment,5000000,26955.46,Quarterly,2025-10-23,2050-10-23,Active
POL002470,CUST001834,AGT0051,Money Back,1000000,4752.84,Quarterly,2025-07-19,2035-07-19,Active
POL002471,CUST003746,AGT0017,Whole Life,1000000,24400.49,Yearly,2025-05-03,2050-05-03,Matured
POL002472,CUST003746,AGT0020,ULIP,1000000,7222.48,Quarterly,2022-05-23,2042-05-23,Active
POL002473,CUST001634,AGT0024,Whole Life,5000000,35135.05,Quarterly,2023-08-20,2048-08-20,Matured
POL002474,CUST003792,AGT0042,ULIP,2000000,18414.91,Quarterly,2021-12-30,2041-12-30,Matured
POL002475,CUST003124,AGT0060,Endowment,5000000,13702.91,Monthly,2021-08-25,2051-08-25,Active
