payment_id,policy_id,payment_date,amount_paid,late_fee,payment_mode
PAY0014875,POL002363,2026-02-06,75992.81,0.0,NetBanking
PAY0014876,POL002364,2024-04-18,116775.44,2335.51,AutoDebit
PAY0014877,POL002364,2025-04-20,116775.44,0.0,NetBanking
PAY0014878,POL002364,2026-04-20,116775.44,0.0,AutoDebit
PAY0014879,POL002366,2023-09-21,10279.79,0.0,Card
PAY0014880,POL002366,2023-10-20,10279.79,205.6,AutoDebit
PAY0014881,POL002366,2023-11-26,10279.79,0.0,NetBanking
PAY0014882,POL002366,2023-12-30,10279.79,0.0,Card
PAY0014883,POL002366,2024-01-29,10279.79,205.6,Cheque
PAY0014884,POL002366,2024-03-05,10279.79,0.0,NetBanking
PAY0014885,POL002366,2024-04-12,10279.79,0.0,NetBanking
PAY0014886,POL002366,2024-05-11,10279.79,0.0,Cheque
PAY0014887,POL002367,2024-06-28,83431.78,0.0,NetBanking
PAY0014888,POL002367,2024-12-31,-83431.78,0.0,AutoDebit
PAY0014889,POL002367,2025-07-02,83431.78,0.0,Card
PAY0014890,POL002367,2026-01-04,83431.78,0.0,UPI
PAY0014891,POL002368,2021-08-12,1019.36,0.0,Cheque
PAY0014892,POL002368,2021-09-10,1019.36,0.0,UPI
PAY0014893,POL002368,2021-10-19,1019.36,0.0,Cheque
PAY0014894,POL002368,2021-11-15,1019.36,0.0,Cheque
PAY0014895,POL002368,2021-12-14,-1019.36,0.0,UPI
PAY0014896,POL002368,2022-01-18,1019.36,0.0,NetBanking
PAY0014897,POL002368,2022-02-19,1019.36,0.0,Card
PAY0014898,POL002368,2022-03-26,1019.36,0.0,AutoDebit
PAY0014899,POL002368,2022-05-01,1019.36,0.0,UPI
PAY0014900,POL002368,2022-06-05,1019.36,20.39,Cheque
PAY0014901,POL002368,2022-07-06,1019.36,0.0,Cheque
PAY0014902,POL002368,2022-08-03,1019.36,0.0,Cheque
PAY0014903,POL002368,2022-08-31,1019.36,0.0,UPI
PAY0014904,POL002368,2022-09-27,1019.36,0.0,NetBanking
PAY0014905,POL002368,2022-10-29,1019.36,0.0,Cheque
PAY0014906,POL002368,2022-12-04,1019.36,0.0,UPI
PAY0014907,POL002368,2023-01-12,1019.36,0.0,UPI
PAY0014908,POL002368,2023-02-12,1019.36,0.0,AutoDebit
PAY0014909,POL002368,2023-03-21,1019.36,0.0,Card
PAY0014910,POL002368,2023-04-27,1019.36,0.0,Cheque
PAY0014911,POL002368,2023-05-26,1019.36,0.0,NetBanking
PAY0014912,POL002368,2023-06-29,1019.36,0.0,AutoDebit
PAY0014913,POL002368,2023-08-04,1019.36,0.0,NetBanking
PAY0014914,POL002370,2025-12-19,34873.32,0.0,Card
PAY0014915,POL002371,2023-10-21,38884.76,777.7,AutoDebit
PAY0014916,POL002371,2024-01-20,38884.76,0.0,Card
PAY0014917,POL002371,2024-04-28,38884.76,0.0,AutoDebit
PAY0014918,POL002371,2024-07-29,38884.76,0.0,Cheque
PAY0014919,POL002371,2024-10-26,38884.76,0.0,Card
PAY0014920,POL002371,2025-01-31,38884.76,0.0,Cheque
PAY0014921,POL002371,2025-05-10,38884.76,0.0,Card
PAY0014922,POL002371,2025-08-16,38884.76,0.0,NetBanking
PAY0014923,POL002371,2025-11-20,38884.76,0.0,NetBanking
PAY0014924,POL002371,2026-02-25,38884.76,0.0,Card
PAY0014925,POL002371,2026-06-03,38884.76,0.0,Card
PAY0014926,POL002372,2025-08-19,302063.32,0.0,NetBanking
PAY0014927,POL002373,2022-05-14,8135.61,0.0,UPI
PAY0014928,POL002373,2022-08-11,8135.61,0.0,Card
PAY0014929,POL002373,2022-11-10,8135.61,0.0,UPI
PAY0014930,POL002373,2023-02-08,8135.61,0.0,AutoDebit
PAY0014931,POL002373,2023-05-14,8135.61,0.0,Cheque
PAY0014932,POL002373,2023-08-20,8135.61,0.0,Card
PAY0014933,POL002373,2023-11-24,-8135.61,162.71,AutoDebit
PAY0014934,POL002373,2024-02-19,8135.61,0.0,UPI
PAY0014935,POL002373,2024-05-25,8135.61,0.0,Cheque
PAY0014936,POL002373,2024-08-28,8135.61,0.0,Card
PAY0014937,POL002373,2024-11-28,8135.61,0.0,UPI
PAY0014938,POL002373,2025-02-27,8135.61,0.0,Cheque
PAY0014939,POL002373,2025-05-30,8135.61,0.0,Cheque
PAY0014940,POL002373,2025-09-01,8135.61,0.0,UPI
PAY0014941,POL002373,2025-11-27,8135.61,0.0,NetBanking
PAY0014942,POL002373,2026-02-28,8135.61,0.0,Cheque
PAY0014943,POL002373,2026-06-01,8135.61,162.71,Cheque
PAY0014944,POL002374,2022-01-25,9226.95,0.0,Card
PAY0014945,POL002374,2022-05-03,9226.95,0.0,AutoDebit
PAY0014946,POL002374,2022-08-05,9226.95,184.54,NetBanking
PAY0014947,POL002374,2022-11-10,9226.95,184.54,Card
PAY0014948,POL002374,2023-02-18,9226.95,184.54,Card
PAY0014949,POL002374,2023-05-16,9226.95,0.0,Card
PAY0014950,POL002374,2023-08-12,9226.95,0.0,UPI
PAY0014951,POL002374,2023-11-12,9226.95,0.0,UPI
PAY0014952,POL002374,2024-02-15,9226.95,184.54,UPI
PAY0014953,POL002374,2024-05-14,9226.95,0.0,AutoDebit
PAY0014954,POL002374,2024-08-22,9226.95,0.0,Cheque
PAY0014955,POL002374,2024-11-24,9226.95,0.0,UPI
PAY0014956,POL002374,2025-02-25,9226.95,184.54,Cheque
PAY0014957,POL002374,2025-06-01,9226.95,184.54,NetBanking
PAY0014958,POL002374,2025-09-05,9226.95,0.0,UPI
PAY0014959,POL002374,2025-12-03,9226.95,0.0,AutoDebit
PAY0014960,POL002376,2023-09-08,2108.97,0.0,Cheque
PAY0014961,POL002376,2023-10-05,2108.97,42.18,UPI
PAY0014962,POL002376,2023-11-11,2108.97,0.0,AutoDebit
PAY0014963,POL002376,2023-12-19,2108.97,0.0,NetBanking
PAY0014964,POL002376,2024-01-27,2108.97,0.0,UPI
PAY0014965,POL002376,2024-03-02,2108.97,0.0,Cheque
PAY0014966,POL002376,2024-03-29,2108.97,0.0,AutoDebit
PAY0014967,POL002376,2024-05-06,2108.97,0.0,AutoDebit
PAY0014968,POL002376,2024-06-08,2108.97,0.0,Card
PAY0014969,POL002377,2023-08-14,2458.52,0.0,UPI
PAY0014970,POL002377,2023-11-21,2458.52,49.17,Cheque
PAY0014971,POL002377,2024-02-29,2458.52,49.17,UPI
PAY0014972,POL002377,2024-06-03,2458.52,0.0,NetBanking
PAY0014973,POL002377,2024-08-29,2458.52,0.0,UPI
PAY0014974,POL002377,2024-12-05,2458.52,0.0,Card
PAY0014975,POL002377,2025-03-08,2458.52,0.0,NetBanking
PAY0014976,POL002377,2025-06-12,2458.52,0.0,Cheque
PAY0014977,POL002377,2025-09-14,2458.52,0.0,AutoDebit
PAY0014978,POL002377,2025-12-11,2458.52,0.0,NetBanking
PAY0014979,POL002377,2026-03-20,2458.52,0.0,AutoDebit
PAY0014980,POL002377,2026-06-22,2458.52,49.17,AutoDebit
PAY0014981,POL002378,2026-05-04,16845.77,0.0,NetBanking
PAY0014982,POL002379,2024-04-01,16372.07,0.0,Cheque
PAY0014983,POL002379,2024-10-05,16372.07,0.0,NetBanking
PAY0014984,POL002379,2025-04-13,16372.07,0.0,UPI
PAY0014985,POL002379,2025-10-20,16372.07,327.44,NetBanking
PAY0014986,POL002379,2026-04-28,16372.07,0.0,UPI
PAY0014987,POL002380,2024-12-13,374414.07,0.0,AutoDebit
PAY0014988,POL002380,2025-12-12,374414.07,0.0,Card
PAY0014989,POL002381,2024-10-26,1660.16,0.0,AutoDebit
PAY0014990,POL002381,2024-11-26,1660.16,0.0,AutoDebit
PAY0014991,POL002381,2024-12-28,1660.16,0.0,NetBanking
PAY0014992,POL002381,2025-01-29,1660.16,0.0,AutoDebit
PAY0014993,POL002381,2025-02-26,1660.16,0.0,NetBanking
PAY0014994,POL002381,2025-03-27,1660.16,33.2,Card
PAY0014995,POL002381,2025-04-30,1660.16,0.0,Card
PAY0014996,POL002382,2023-06-01,18820.5,0.0,UPI
PAY0014997,POL002382,2024-06-02,18820.5,0.0,Card
PAY0014998,POL002382,2025-06-02,18820.5,0.0,NetBanking
PAY0014999,POL002382,2026-06-02,18820.5,0.0,NetBanking
PAY0015000,POL002383,2025-10-21,1279.19,25.58,Card
PAY0015001,POL002383,2025-11-27,1279.19,0.0,NetBanking
PAY0015002,POL002383,2025-12-28,1279.19,0.0,AutoDebit
PAY0015003,POL002383,2026-02-01,1279.19,0.0,Card
PAY0015004,POL002383,2026-02-28,1279.19,0.0,Card
PAY0015005,POL002383,2026-03-30,1279.19,0.0,NetBanking
PAY0015006,POL002383,2026-05-02,1279.19,0.0,AutoDebit
PAY0015007,POL002383,2026-06-03,1279.19,0.0,NetBanking
PAY0015008,POL002384,2024-05-20,10879.89,0.0,UPI
PAY0015009,POL002384,2024-06-20,10879.89,0.0,Card
PAY0015010,POL002384,2024-07-30,10879.89,0.0,AutoDebit
PAY0015011,POL002384,2024-08-30,10879.89,0.0,UPI
PAY0015012,POL002384,2024-09-28,10879.89,0.0,UPI
PAY0015013,POL002384,2024-11-04,10879.89,0.0,Card
PAY0015014,POL002384,2024-12-09,10879.89,0.0,Cheque
PAY0015015,POL002384,2025-01-18,10879.89,0.0,Card
PAY0015016,POL002384,2025-02-15,10879.89,0.0,Cheque
PAY0015017,POL002384,2025-03-21,10879.89,0.0,UPI
PAY0015018,POL002384,2025-04-24,10879.89,0.0,UPI
PAY0015019,POL002384,2025-05-27,10879.89,0.0,AutoDebit
PAY0015020,POL002384,2025-06-26,10879.89,0.0,UPI
PAY0015021,POL002384,2025-07-27,10879.89,0.0,Card
PAY0015022,POL002384,2025-08-27,10879.89,0.0,Card
PAY0015023,POL002384,2025-10-06,10879.89,0.0,Card
PAY0015024,POL002384,2025-11-08,10879.89,0.0,UPI
PAY0015025,POL002384,2025-12-13,10879.89,217.6,UPI
PAY0015026,POL002384,2026-01-13,10879.89,0.0,Cheque
PAY0015027,POL002384,2026-02-13,10879.89,0.0,NetBanking
PAY0015028,POL002385,2026-02-06,15061.41,0.0,NetBanking
PAY0015029,POL002386,2024-11-17,39874.47,0.0,Cheque
PAY0015030,POL002386,2025-02-18,39874.47,0.0,Cheque
PAY0015031,POL002386,2025-05-27,39874.47,0.0,Cheque
PAY0015032,POL002386,2025-08-28,39874.47,0.0,NetBanking
PAY0015033,POL002386,2025-12-03,39874.47,0.0,NetBanking
PAY0015034,POL002386,2026-03-03,39874.47,0.0,Card
PAY0015035,POL002386,2026-06-01,39874.47,0.0,NetBanking
PAY0015036,POL002387,2024-07-31,6562.77,0.0,Card
PAY0015037,POL002387,2024-11-05,6562.77,0.0,AutoDebit
PAY0015038,POL002387,2025-02-10,6562.77,0.0,NetBanking
PAY0015039,POL002387,2025-05-17,6562.77,0.0,AutoDebit
PAY0015040,POL002387,2025-08-20,6562.77,0.0,Cheque
PAY0015041,POL002387,2025-11-20,6562.77,0.0,UPI
PAY0015042,POL002387,2026-02-24,6562.77,0.0,UPI
PAY0015043,POL002387,2026-06-03,6562.77,0.0,UPI
PAY0015044,POL002388,2025-05-19,18176.75,0.0,Cheque
PAY0015045,POL002388,2026-05-28,18176.75,0.0,NetBanking
PAY0015046,POL002389,2021-11-22,1655.9,0.0,AutoDebit
PAY0015047,POL002389,2021-12-23,1655.9,0.0,AutoDebit
PAY0015048,POL002389,2022-01-20,1655.9,0.0,NetBanking
PAY0015049,POL002389,2022-03-01,1655.9,0.0,AutoDebit
PAY0015050,POL002389,2022-03-31,1655.9,0.0,Card
PAY0015051,POL002389,2022-05-01,1655.9,0.0,Card
PAY0015052,POL002389,2022-06-01,1655.9,0.0,NetBanking
PAY0015053,POL002389,2022-06-30,1655.9,0.0,NetBanking
PAY0015054,POL002389,2022-08-09,1655.9,0.0,NetBanking
PAY0015055,POL002389,2022-09-10,1655.9,0.0,Cheque
PAY0015056,POL002389,2022-10-19,1655.9,0.0,UPI
PAY0015057,POL002389,2022-11-27,1655.9,0.0,UPI
PAY0015058,POL002389,2023-01-05,1655.9,0.0,Card
PAY0015059,POL002389,2023-02-02,1655.9,0.0,AutoDebit
PAY0015060,POL002389,2023-03-12,1655.9,0.0,Card
PAY0015061,POL002389,2023-04-09,1655.9,0.0,Cheque
PAY0015062,POL002390,2025-07-21,14331.44,0.0,AutoDebit
PAY0015063,POL002391,2023-10-10,155662.53,0.0,Card
PAY0015064,POL002391,2024-10-14,155662.53,0.0,Cheque
PAY0015065,POL002391,2025-10-23,155662.53,0.0,UPI
PAY0015066,POL002393,2024-02-11,9145.36,0.0,UPI
PAY0015067,POL002393,2024-05-20,9145.36,0.0,Card
PAY0015068,POL002393,2024-08-17,9145.36,0.0,Card
PAY0015069,POL002393,2024-11-25,9145.36,182.91,NetBanking
PAY0015070,POL002393,2025-03-04,9145.36,0.0,Cheque
PAY0015071,POL002393,2025-05-30,9145.36,0.0,NetBanking
PAY0015072,POL002393,2025-08-26,9145.36,0.0,Cheque
PAY0015073,POL002393,2025-12-03,9145.36,0.0,AutoDebit
PAY0015074,POL002393,2026-03-13,9145.36,182.91,AutoDebit
PAY0015075,POL002393,2026-06-14,9145.36,182.91,UPI
PAY0015076,POL002394,2023-02-06,48036.09,960.72,NetBanking
PAY0015077,POL002394,2024-02-14,48036.09,0.0,UPI
PAY0015078,POL002394,2025-02-11,48036.09,0.0,Cheque
PAY0015079,POL002394,2026-02-21,48036.09,0.0,Cheque
PAY0015080,POL002396,2023-10-11,6492.95,129.86,NetBanking
PAY0015081,POL002396,2023-11-07,6492.95,129.86,UPI
PAY0015082,POL002396,2023-12-07,6492.95,0.0,NetBanking
PAY0015083,POL002396,2024-01-11,6492.95,0.0,Card
PAY0015084,POL002396,2024-02-10,6492.95,129.86,UPI
PAY0015085,POL002397,2024-02-26,5022.2,0.0,Card
PAY0015086,POL002397,2024-05-28,5022.2,0.0,NetBanking
PAY0015087,POL002397,2024-08-24,5022.2,0.0,AutoDebit
PAY0015088,POL002397,2024-11-30,5022.2,0.0,AutoDebit
PAY0015089,POL002397,2025-02-27,5022.2,0.0,UPI
PAY0015090,POL002397,2025-06-07,5022.2,100.44,Card
PAY0015091,POL002398,2022-05-31,4428.22,0.0,NetBanking
PAY0015092,POL002398,2022-07-10,4428.22,0.0,NetBanking
PAY0015093,POL002398,2022-08-17,4428.22,0.0,Card
PAY0015094,POL002398,2022-09-24,4428.22,0.0,Card
PAY0015095,POL002398,2022-11-01,4428.22,0.0,NetBanking
PAY0015096,POL002398,2022-12-05,4428.22,0.0,Cheque
PAY0015097,POL002398,2023-01-05,4428.22,0.0,UPI
PAY0015098,POL002398,2023-02-11,4428.22,0.0,AutoDebit
PAY0015099,POL002398,2023-03-12,4428.22,88.56,NetBanking
PAY0015100,POL002398,2023-04-21,4428.22,0.0,Card
PAY0015101,POL002398,2023-05-19,4428.22,0.0,Card
PAY0015102,POL002398,2023-06-26,4428.22,0.0,Cheque
PAY0015103,POL002398,2023-08-05,4428.22,0.0,UPI
PAY0015104,POL002398,2023-09-09,4428.22,0.0,Card
PAY0015105,POL002398,2023-10-18,4428.22,0.0,UPI
PAY0015106,POL002398,2023-11-27,4428.22,0.0,Card
PAY0015107,POL002398,2023-12-27,4428.22,0.0,NetBanking
PAY0015108,POL002398,2024-01-31,4428.22,0.0,Cheque
PAY0015109,POL002398,2024-02-28,4428.22,0.0,UPI
PAY0015110,POL002398,2024-03-30,4428.22,0.0,Card
PAY0015111,POL002399,2024-12-29,27391.48,0.0,Cheque
PAY0015112,POL002399,2025-03-28,27391.48,0.0,NetBanking
PAY0015113,POL002399,2025-06-23,27391.48,0.0,Card
PAY0015114,POL002399,2025-09-30,27391.48,0.0,Card
PAY0015115,POL002399,2026-01-06,27391.48,0.0,UPI
PAY0015116,POL002399,2026-04-15,27391.48,0.0,Cheque
PAY0015117,POL002400,2025-09-24,6767.99,0.0,NetBanking
PAY0015118,POL002400,2025-12-31,6767.99,135.36,AutoDebit
PAY0015119,POL002400,2026-04-07,6767.99,135.36,UPI
PAY0015120,POL002401,2025-10-04,83571.91,0.0,NetBanking
PAY0015121,POL002401,2026-01-12,83571.91,0.0,Card
PAY0015122,POL002401,2026-04-18,83571.91,0.0,AutoDebit
PAY0015123,POL002402,2024-07-06,1891.94,0.0,Cheque
PAY0015124,POL002402,2024-08-06,1891.94,0.0,UPI
PAY0015125,POL002402,2024-09-07,1891.94,0.0,NetBanking
PAY0015126,POL002402,2024-10-11,1891.94,0.0,UPI
PAY0015127,POL002402,2024-11-19,1891.94,0.0,Card
PAY0015128,POL002402,2024-12-19,1891.94,0.0,NetBanking
PAY0015129,POL002402,2025-01-27,1891.94,0.0,Cheque
PAY0015130,POL002402,2025-03-02,1891.94,0.0,Cheque
PAY0015131,POL002402,2025-04-04,1891.94,0.0,AutoDebit
PAY0015132,POL002402,2025-05-08,-1891.94,0.0,Cheque
PAY0015133,POL002402,2025-06-06,1891.94,0.0,AutoDebit
PAY0015134,POL002402,2025-07-13,1891.94,37.84,Card
PAY0015135,POL002402,2025-08-19,1891.94,0.0,NetBanking
PAY0015136,POL002402,2025-09-16,1891.94,0.0,UPI
PAY0015137,POL002402,2025-10-23,1891.94,0.0,AutoDebit
PAY0015138,POL002402,2025-11-27,1891.94,0.0,AutoDebit
PAY0015139,POL002402,2025-12-27,1891.94,0.0,Cheque
PAY0015140,POL002402,2026-01-25,1891.94,0.0,NetBanking
PAY0015141,POL002402,2026-02-21,1891.94,0.0,AutoDebit
PAY0015142,POL002402,2026-03-30,1891.94,0.0,AutoDebit
PAY0015143,POL002402,2026-05-07,1891.94,0.0,NetBanking
PAY0015144,POL002402,2026-06-09,1891.94,0.0,AutoDebit
PAY0015145,POL002403,2025-04-17,25431.97,0.0,Cheque
PAY0015146,POL002403,2025-10-15,25431.97,0.0,Card
PAY0015147,POL002403,2026-04-15,25431.97,0.0,AutoDebit
PAY0015148,POL002404,2023-09-07,8170.04,0.0,AutoDebit
PAY0015149,POL002404,2023-12-03,8170.04,0.0,Cheque
PAY0015150,POL002404,2024-03-09,8170.04,0.0,NetBanking
PAY0015151,POL002404,2024-06-13,8170.04,0.0,Cheque
PAY0015152,POL002404,2024-09-15,8170.04,163.4,AutoDebit
PAY0015153,POL002404,2024-12-12,8170.04,163.4,UPI
PAY0015154,POL002404,2025-03-10,8170.04,0.0,AutoDebit
PAY0015155,POL002404,2025-06-16,8170.04,0.0,NetBanking
PAY0015156,POL002404,2025-09-17,8170.04,0.0,NetBanking
PAY0015157,POL002404,2025-12-13,8170.04,0.0,Cheque
PAY0015158,POL002404,2026-03-18,8170.04,0.0,NetBanking
PAY0015159,POL002404,2026-06-24,8170.04,0.0,UPI
PAY0015160,POL002405,2023-09-20,18539.67,0.0,Cheque
PAY0015161,POL002405,2023-10-22,18539.67,0.0,Card
PAY0015162,POL002405,2023-11-30,18539.67,0.0,AutoDebit
PAY0015163,POL002405,2023-12-28,18539.67,0.0,NetBanking
PAY0015164,POL002405,2024-02-04,18539.67,0.0,Cheque
PAY0015165,POL002405,2024-03-11,18539.67,0.0,Cheque
PAY0015166,POL002405,2024-04-15,18539.67,0.0,Cheque
PAY0015167,POL002405,2024-05-17,18539.67,0.0,Card
PAY0015168,POL002405,2024-06-14,18539.67,0.0,AutoDebit
PAY0015169,POL002405,2024-07-16,18539.67,0.0,Cheque
PAY0015170,POL002405,2024-08-14,18539.67,0.0,UPI
PAY0015171,POL002405,2024-09-15,18539.67,0.0,NetBanking
PAY0015172,POL002405,2024-10-20,18539.67,0.0,Card
PAY0015173,POL002405,2024-11-16,18539.67,0.0,Card
PAY0015174,POL002405,2024-12-25,18539.67,0.0,Cheque
PAY0015175,POL002405,2025-01-21,18539.67,370.79,NetBanking
PAY0015176,POL002405,2025-02-23,18539.67,0.0,AutoDebit
PAY0015177,POL002405,2025-03-22,18539.67,370.79,NetBanking
PAY0015178,POL002405,2025-04-28,18539.67,0.0,AutoDebit
PAY0015179,POL002406,2022-07-05,37548.29,0.0,Cheque
PAY0015180,POL002406,2023-01-09,37548.29,0.0,AutoDebit
PAY0015181,POL002406,2023-07-13,37548.29,0.0,NetBanking
PAY0015182,POL002406,2024-01-11,37548.29,0.0,NetBanking
PAY0015183,POL002406,2024-07-14,37548.29,750.97,UPI
PAY0015184,POL002406,2025-01-13,37548.29,750.97,AutoDebit
PAY0015185,POL002406,2025-07-13,37548.29,0.0,NetBanking
PAY0015186,POL002406,2026-01-08,37548.29,0.0,AutoDebit
PAY0015187,POL002407,2025-08-04,4004.02,0.0,Cheque
PAY0015188,POL002407,2025-11-12,4004.02,0.0,Card
PAY0015189,POL002407,2026-02-08,4004.02,0.0,UPI
PAY0015190,POL002407,2026-05-07,4004.02,0.0,NetBanking
PAY0015191,POL002408,2024-08-19,3920.49,0.0,AutoDebit
PAY0015192,POL002408,2024-11-27,3920.49,78.41,Card
PAY0015193,POL002408,2025-02-27,3920.49,0.0,AutoDebit
PAY0015194,POL002408,2025-05-31,3920.49,0.0,Card
PAY0015195,POL002408,2025-08-31,3920.49,0.0,Cheque
PAY0015196,POL002408,2025-12-01,3920.49,0.0,AutoDebit
PAY0015197,POL002408,2026-03-11,3920.49,0.0,Card
PAY0015198,POL002408,2026-06-19,3920.49,0.0,Card
PAY0015199,POL002409,2022-09-08,269878.41,0.0,Card
PAY0015200,POL002409,2023-09-07,269878.41,0.0,Card
PAY0015201,POL002409,2024-09-05,269878.41,0.0,Cheque
PAY0015202,POL002409,2025-09-10,269878.41,0.0,Cheque
PAY0015203,POL002410,2022-12-27,75736.82,0.0,Card
PAY0015204,POL002410,2024-01-01,75736.82,0.0,AutoDebit
PAY0015205,POL002410,2025-01-04,75736.82,0.0,NetBanking
PAY0015206,POL002410,2026-01-07,75736.82,0.0,AutoDebit
PAY0015207,POL002411,2025-04-16,12504.76,0.0,AutoDebit
PAY0015208,POL002411,2026-04-26,12504.76,250.1,AutoDebit
PAY0015209,POL002412,2023-04-17,10144.38,0.0,NetBanking
PAY0015210,POL002412,2024-04-24,10144.38,0.0,Cheque
PAY0015211,POL002412,2025-04-29,10144.38,0.0,Card
PAY0015212,POL002412,2026-05-02,10144.38,0.0,NetBanking
PAY0015213,POL002414,2026-05-18,47887.29,0.0,Card
PAY0015214,POL002415,2023-12-31,14803.44,0.0,UPI
PAY0015215,POL002415,2024-07-06,14803.44,0.0,Card
PAY0015216,POL002415,2025-01-01,14803.44,0.0,Card
PAY0015217,POL002415,2025-07-09,14803.44,0.0,AutoDebit
PAY0015218,POL002415,2026-01-09,14803.44,0.0,Card
PAY0015219,POL002416,2023-10-03,88206.89,0.0,NetBanking
PAY0015220,POL002416,2024-01-04,88206.89,0.0,AutoDebit
PAY0015221,POL002416,2024-04-09,88206.89,0.0,Cheque
PAY0015222,POL002416,2024-07-15,88206.89,0.0,NetBanking
PAY0015223,POL002416,2024-10-20,88206.89,0.0,AutoDebit
PAY0015224,POL002416,2025-01-23,88206.89,0.0,Card
PAY0015225,POL002416,2025-04-29,88206.89,0.0,UPI
PAY0015226,POL002416,2025-08-04,88206.89,0.0,AutoDebit
PAY0015227,POL002416,2025-11-06,88206.89,0.0,AutoDebit
PAY0015228,POL002416,2026-02-06,88206.89,0.0,Cheque
PAY0015229,POL002416,2026-05-11,88206.89,0.0,UPI
PAY0015230,POL002417,2022-10-16,1913.93,0.0,AutoDebit
PAY0015231,POL002417,2023-01-18,1913.93,0.0,UPI
PAY0015232,POL002417,2023-04-16,1913.93,0.0,Card
PAY0015233,POL002417,2023-07-22,1913.93,0.0,Cheque
PAY0015234,POL002417,2023-10-22,1913.93,0.0,NetBanking
PAY0015235,POL002417,2024-01-28,1913.93,0.0,Cheque
PAY0015236,POL002418,2023-02-26,29877.26,0.0,Cheque
PAY0015237,POL002418,2023-08-26,29877.26,0.0,Cheque
PAY0015238,POL002418,2024-02-21,29877.26,597.55,NetBanking
PAY0015239,POL002418,2024-08-24,29877.26,0.0,UPI
PAY0015240,POL002419,2022-10-19,27680.36,0.0,Card
PAY0015241,POL002419,2023-04-16,27680.36,0.0,Card
PAY0015242,POL002419,2023-10-14,27680.36,0.0,NetBanking
PAY0015243,POL002419,2024-04-20,27680.36,0.0,NetBanking
PAY0015244,POL002419,2024-10-19,27680.36,0.0,AutoDebit
PAY0015245,POL002419,2025-04-29,27680.36,0.0,Card
PAY0015246,POL002419,2025-10-30,27680.36,0.0,Cheque
PAY0015247,POL002419,2026-05-07,27680.36,553.61,Cheque
PAY0015248,POL002420,2025-11-27,21868.37,437.37,Cheque
PAY0015249,POL002420,2026-01-03,21868.37,0.0,AutoDebit
PAY0015250,POL002420,2026-02-04,21868.37,0.0,NetBanking
PAY0015251,POL002420,2026-03-06,21868.37,0.0,AutoDebit
PAY0015252,POL002420,2026-04-02,21868.37,437.37,AutoDebit
PAY0015253,POL002420,2026-04-29,21868.37,437.37,AutoDebit
PAY0015254,POL002420,2026-06-03,21868.37,0.0,Card
PAY0015255,POL002421,2025-06-22,17315.9,0.0,AutoDebit
PAY0015256,POL002421,2026-06-29,17315.9,0.0,Card
PAY0015257,POL002422,2024-05-05,112033.48,0.0,UPI
PAY0015258,POL002422,2025-05-14,112033.48,0.0,UPI
PAY0015259,POL002422,2026-05-14,112033.48,0.0,Cheque
PAY0015260,POL002423,2024-11-22,36433.38,0.0,Cheque
PAY0015261,POL002423,2025-06-02,36433.38,0.0,UPI
PAY0015262,POL002423,2025-12-01,36433.38,0.0,UPI
PAY0015263,POL002423,2026-06-05,36433.38,0.0,UPI
PAY0015264,POL002424,2022-08-20,9507.03,0.0,NetBanking
PAY0015265,POL002424,2022-11-23,9507.03,0.0,Card
PAY0015266,POL002424,2023-02-27,9507.03,190.14,Cheque
PAY0015267,POL002424,2023-05-26,9507.03,0.0,UPI
PAY0015268,POL002425,2023-09-14,9440.65,0.0,AutoDebit
PAY0015269,POL002425,2023-12-17,9440.65,0.0,Card
PAY0015270,POL002425,2024-03-19,9440.65,0.0,NetBanking
PAY0015271,POL002425,2024-06-16,9440.65,0.0,Card
PAY0015272,POL002425,2024-09-11,9440.65,0.0,Cheque
PAY0015273,POL002425,2024-12-12,9440.65,0.0,Cheque
PAY0015274,POL002425,2025-03-09,9440.65,0.0,AutoDebit
PAY0015275,POL002425,2025-06-08,9440.65,0.0,Card
PAY0015276,POL002425,2025-09-12,9440.65,0.0,NetBanking
PAY0015277,POL002425,2025-12-13,9440.65,188.81,Card
PAY0015278,POL002425,2026-03-17,9440.65,0.0,UPI
PAY0015279,POL002425,2026-06-21,9440.65,188.81,Card
PAY0015280,POL002426,2025-11-08,96747.87,0.0,Cheque
PAY0015281,POL002426,2026-05-08,96747.87,0.0,Card
PAY0015282,POL002427,2025-09-29,15853.47,0.0,Cheque
PAY0015283,POL002428,2024-12-26,4743.08,0.0,Card
PAY0015284,POL002428,2025-03-25,4743.08,0.0,UPI
PAY0015285,POL002428,2025-06-24,4743.08,94.86,NetBanking
PAY0015286,POL002428,2025-09-28,4743.08,0.0,AutoDebit
PAY0015287,POL002428,2025-12-31,4743.08,0.0,Card
PAY0015288,POL002430,2026-01-20,71647.26,0.0,NetBanking
PAY0015289,POL002431,2023-03-12,1599.61,0.0,Card
PAY0015290,POL002431,2023-04-14,1599.61,0.0,UPI
PAY0015291,POL002431,2023-05-18,1599.61,31.99,Card
PAY0015292,POL002431,2023-06-21,1599.61,0.0,Cheque
PAY0015293,POL002431,2023-07-31,1599.61,0.0,AutoDebit
PAY0015294,POL002431,2023-08-29,1599.61,0.0,NetBanking
PAY0015295,POL002431,2023-10-03,1599.61,0.0,NetBanking
PAY0015296,POL002431,2023-11-12,1599.61,0.0,Card
PAY0015297,POL002431,2023-12-22,1599.61,0.0,Cheque
